PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%,YEAR
Omri Casspi,MIN,29,6-9,225,None,Israel,2009,1,23,36,5.2,3.1,1,-6.8,4.20%,14.50%,13.80%,52.60%,8.70%,2016
Otto Porter Jr.,WAS,24,6-8,198,Georgetown,USA,2013,1,3,80,13.4,6.4,1.5,3.2,4.50%,15.40%,14.70%,62.80%,6.60%,2016
P.J. Tucker,TOR,32,6-6,245,Texas,USA,2006,2,35,81,6.7,5.8,1.2,-1.5,5.00%,16.00%,11.10%,51.60%,6.30%,2016
Pascal Siakam,TOR,23,6-9,230,New Mexico State,Cameroon,2016,1,27,55,4.2,3.4,0.3,-2.1,7.70%,14.80%,12.90%,52.30%,2.80%,2016
Pat Connaughton,POR,24,6-5,210,Notre Dame,USA,2015,2,41,39,2.5,1.3,0.7,-4.1,3.20%,13.00%,12.70%,64.50%,13.70%,2016
Patricio Garino,ORL,24,6-6,203,George Washington,Argentina,Undrafted,Undrafted,Undrafted,5,0,1.4,0,-18.7,2.20%,13.00%,10.00%,0.00%,0.00%,2016
Patrick Beverley,HOU,28,6-1,185,Arkansas,USA,2009,2,42,67,9.5,5.9,4.2,8.4,4.40%,14.40%,14.00%,54.60%,18.40%,2016
Patrick McCaw,GSW,21,6-7,185,UNLV,USA,2016,2,38,71,4,1.4,1.1,-2,1.90%,6.90%,11.60%,54.00%,9.90%,2016
Patrick Patterson,TOR,28,6-9,235,Kentucky,USA,2010,1,14,65,6.8,4.5,1.2,10.4,4.00%,14.30%,12.30%,54.20%,6.60%,2016
Patty Mills,SAS,28,6-0,185,St.Mary's College of California,Australia,2009,2,55,80,9.5,1.8,3.5,11.2,1.40%,6.50%,18.40%,57.80%,23.60%,2016
Pau Gasol,SAS,36,7-0,250,None,Spain,2001,1,3,64,12.4,7.8,2.3,6.8,6.90%,24.50%,21.30%,57.80%,14.30%,2016
Paul George,IND,27,6-9,220,Fresno State,USA,2010,1,10,75,23.7,6.6,3.3,3.1,2.30%,16.10%,28.70%,58.70%,15.70%,2016
Paul Millsap,ATL,32,6-8,246,Louisiana Tech,USA,2006,2,47,69,18.1,7.7,3.7,2.7,4.70%,17.10%,24.10%,54.20%,17.20%,2016
Paul Pierce,LAC,39,6-7,235,Kansas,USA,1998,1,10,25,3.2,1.9,0.4,4.4,0.40%,15.40%,14.50%,53.50%,4.90%,2016
Paul Zipser,CHI,23,6-8,210,None,Germany,2016,2,48,44,5.5,2.8,0.8,1.7,1.70%,12.50%,14.30%,50.30%,6.20%,2016
Pierre Jackson,DAL,25,5-10,180,Baylor,USA,2013,2,42,9,3.9,1,2.1,31.8,1.10%,9.80%,22.20%,41.60%,32.20%,2016
Quincy Acy,BKN,26,6-7,240,Baylor,USA,2012,2,37,38,5.8,3,0.5,-4.1,3.40%,16.80%,16.50%,56.50%,5.30%,2016
Quinn Cook,NOP,24,6-2,179,Duke,USA,Undrafted,Undrafted,Undrafted,14,5.6,0.5,1.9,-11.3,0.60%,3.70%,19.20%,57.90%,19.80%,2016
RJ Hunter,CHI,23,6-5,185,Georgia State,USA,2015,1,28,3,0,0.3,0,-52.6,0.00%,7.70%,3.80%,0.00%,0.00%,2016
Rajon Rondo,CHI,31,6-1,186,Kentucky,USA,2006,1,21,69,7.8,5.1,6.7,-2.2,3.80%,15.10%,17.40%,46.10%,36.10%,2016
Rakeem Christmas,IND,25,6-9,250,Syracuse,USA,2015,2,36,29,2,1.9,0.1,-7.9,10.50%,13.90%,11.90%,52.90%,2.70%,2016
Ramon Sessions,CHA,31,6-3,190,Nevada-Reno,USA,2007,2,56,50,6.2,1.5,2.6,-5.5,1.30%,7.10%,19.20%,49.50%,24.00%,2016
Randy Foye,BKN,33,6-4,218,Villanova,USA,2006,1,7,69,5.2,2.2,2,-7.6,0.70%,10.80%,14.30%,50.60%,15.30%,2016
Rashad Vaughn,MIL,20,6-6,202,UNLV,USA,2015,1,17,41,3.5,1.2,0.6,-8.2,0.90%,10.20%,16.90%,44.90%,8.50%,2016
Raul Neto,UTA,25,6-1,179,None,Brazil,2013,2,47,40,2.5,0.8,0.9,12.3,1.20%,7.30%,14.00%,52.70%,14.00%,2016
Raymond Felton,LAC,33,6-1,205,North Carolina,USA,2005,1,5,80,6.7,2.7,2.4,-4.1,1.90%,10.60%,16.30%,49.60%,17.20%,2016
Reggie Bullock,DET,26,6-7,205,North Carolina,USA,2013,1,25,31,4.5,2.1,0.9,5,2.60%,11.00%,12.80%,53.80%,8.60%,2016
Reggie Jackson,DET,27,6-3,208,Boston College,USA,2011,1,24,52,14.5,2.2,5.2,-8,1.30%,7.20%,26.10%,51.00%,30.60%,2016
Reggie Williams,NOP,30,6-6,205,Virginia Military Institute,USA,Undrafted,Undrafted,Undrafted,6,4.5,1,0.7,-15.4,1.90%,5.60%,12.80%,51.80%,8.70%,2016
Richard Jefferson,CLE,37,6-7,233,Arizona,USA,2001,1,13,79,5.7,2.6,1,4,1.80%,10.30%,12.10%,57.40%,6.80%,2016
Richaun Holmes,PHI,23,6-10,245,Bowling Green,USA,2015,2,37,57,9.8,5.5,1,-7.2,7.90%,17.80%,18.40%,61.10%,8.10%,2016
Ricky Rubio,MIN,26,6-4,190,None,Spain,2009,1,5,75,11.1,4.1,9.1,-0.7,2.80%,10.00%,17.10%,53.90%,38.50%,2016
Robert Covington,PHI,26,6-9,215,Tennessee State,USA,Undrafted,Undrafted,Undrafted,67,12.9,6.5,1.5,-3,4.10%,15.80%,18.80%,53.40%,7.50%,2016
Robin Lopez,CHI,29,7-0,255,Stanford,USA,2008,1,15,81,10.4,6.4,1,1.4,10.20%,12.00%,17.20%,51.10%,5.40%,2016
Rodney Hood,UTA,24,6-8,206,Duke,USA,2014,1,23,59,12.7,3.4,1.6,4,1.10%,11.70%,22.70%,52.20%,10.20%,2016
Rodney McGruder,MIA,25,6-4,205,Kansas State,USA,Undrafted,Undrafted,Undrafted,78,6.4,3.3,1.6,0.3,4.70%,8.30%,12.30%,50.60%,8.80%,2016
Rodney Stuckey,IND,31,6-5,205,Eastern Washington,USA,2007,1,15,39,7.2,2.2,2.2,-2.8,0.90%,10.90%,21.80%,48.30%,18.40%,2016
Ron Baker,NYK,24,6-4,220,Wichita State,USA,Undrafted,Undrafted,Undrafted,52,4.1,1.9,2.1,-2.3,1.40%,10.00%,14.90%,45.60%,18.80%,2016
Rondae Hollis-Jefferson,BKN,22,6-7,214,Arizona,USA,2015,1,23,78,8.7,5.8,2,-5.5,5.30%,18.60%,18.50%,51.70%,13.50%,2016
Ronnie Price,PHX,34,6-2,190,Utah Valley,USA,Undrafted,Undrafted,Undrafted,14,1,0.8,1.3,-15.7,1.80%,5.90%,8.50%,27.20%,18.80%,2016
Roy Hibbert,DEN,30,7-2,270,Georgetown,USA,2008,1,17,48,4.6,3.2,0.4,-2,7.70%,12.70%,13.60%,61.40%,4.80%,2016
Rudy Gay,SAC,30,6-8,230,Connecticut,USA,2006,1,8,30,18.7,6.3,2.8,2.3,3.40%,15.60%,24.60%,55.90%,14.00%,2016
Rudy Gobert,UTA,25,7-1,245,None,France,2013,1,27,81,14,12.8,1.2,8.3,12.40%,25.90%,16.60%,68.10%,5.70%,2016
Russell Westbrook,OKC,28,6-3,200,UCLA,USA,2008,1,4,81,31.6,10.7,10.4,4.5,4.60%,25.10%,40.20%,55.40%,54.30%,2016
Ryan Anderson,HOU,29,6-10,240,California,USA,2008,1,21,72,13.6,4.6,0.9,8.9,5.20%,10.30%,17.80%,58.30%,4.60%,2016
Ryan Kelly,ATL,26,6-11,230,Duke,USA,2013,2,48,16,1.6,1.1,0.5,2.6,0.90%,14.40%,14.20%,40.80%,11.60%,2016
Salah Mejri,DAL,31,7-2,245,None,Tunisia,Undrafted,Undrafted,Undrafted,73,2.9,4.2,0.2,-0.5,10.90%,25.40%,10.50%,65.00%,2.50%,2016
Sam Dekker,HOU,23,6-9,230,Wisconsin,USA,2015,1,18,77,6.5,3.7,1,3.7,6.40%,12.60%,14.80%,54.90%,7.90%,2016
Sasha Vujacic,NYK,33,6-7,195,None,Slovenia,2004,1,27,42,3,1.4,1.2,0.4,2.70%,10.90%,16.80%,42.30%,18.90%,2016
Sean Kilpatrick,BKN,27,6-4,219,Cincinnati,USA,Undrafted,Undrafted,Undrafted,70,13.1,4,2.2,-6.3,1.20%,13.60%,23.20%,54.60%,14.70%,2016
Semaj Christon,OKC,24,6-3,190,Xavier,USA,2014,2,55,64,2.9,1.4,2,-6.3,1.90%,7.30%,12.30%,38.70%,19.30%,2016
Serge Ibaka,TOR,27,6-10,235,None,Republic of t...,2008,1,24,79,14.8,6.8,0.9,-2.9,5.30%,16.90%,20.80%,56.60%,5.00%,2016
Sergio Rodriguez,PHI,31,6-3,176,None,Spain,2006,1,27,68,7.8,2.3,5.1,-5,1.30%,8.80%,18.90%,48.40%,34.90%,2016
Seth Curry,DAL,26,6-2,185,Duke,USA,Undrafted,Undrafted,Undrafted,70,12.8,2.6,2.7,-0.2,1.30%,8.40%,19.30%,60.10%,15.90%,2016
Shabazz Muhammad,MIN,24,6-6,223,UCLA,USA,2013,1,14,78,9.9,2.8,0.4,-1.6,5.50%,9.40%,20.90%,56.60%,3.80%,2016
Shabazz Napier,POR,25,6-1,175,Connecticut,USA,2014,1,24,53,4.1,1.2,1.3,2.4,1.70%,10.80%,21.50%,53.30%,20.00%,2016
Shaun Livingston,GSW,31,6-7,192,None,USA,2004,1,4,76,5.1,2,1.8,5.4,2.20%,8.40%,13.20%,56.80%,14.60%,2016
Shawn Long,PHI,24,6-9,255,Louisiana-Lafayette,USA,Undrafted,Undrafted,Undrafted,18,8.2,4.7,0.7,4.5,16.30%,18.60%,24.10%,59.50%,8.70%,2016
Sheldon Mac,WAS,24,6-6,200,Miami,USA,2016,,,30,3,1.1,0.5,-10.8,1.30%,10.30%,13.80%,51.80%,7.80%,2016
Shelvin Mack,UTA,27,6-3,203,Butler,USA,2011,2,34,55,7.8,2.3,2.8,0.3,1.80%,8.70%,19.10%,51.80%,21.00%,2016
Skal Labissiere,SAC,21,6-11,225,Kentucky,Haiti,2016,1,28,33,8.8,4.9,0.8,-2.8,8.60%,17.50%,20.90%,57.70%,7.10%,2016
Solomon Hill,NOP,26,6-7,225,Arizona,USA,2013,1,23,80,7,3.8,1.8,1,2.10%,10.10%,11.40%,52.70%,8.00%,2016
Spencer Dinwiddie,BKN,24,6-6,200,Colorado,USA,2014,2,38,59,7.3,2.8,3.1,-4.7,2.00%,9.70%,14.00%,58.10%,21.00%,2016
Spencer Hawes,MIL,29,7-1,245,Washington,USA,2007,1,10,54,6.2,3.5,1.5,-11.2,4.60%,18.70%,19.30%,56.20%,17.40%,2016
Stanley Johnson,DET,21,6-7,245,Arizona,USA,2015,1,8,77,4.4,2.5,1.4,0,2.50%,11.60%,14.40%,43.60%,10.60%,2016
Stephen Curry,GSW,29,6-3,190,Davidson,USA,2009,1,7,79,25.3,4.5,6.6,17.4,2.40%,10.10%,28.60%,62.40%,28.70%,2016
Stephen Zimmerman,ORL,20,7-0,240,UNLV,USA,2016,2,41,19,1.2,1.8,0.2,-16.9,8.50%,24.70%,14.20%,34.60%,5.60%,2016
Steve Novak,MIL,34,6-10,225,Marquette,USA,2006,2,32,8,0.6,0.4,0,-9.8,0.00%,13.60%,14.90%,35.70%,0.00%,2016
Steven Adams,OKC,23,7-0,255,Pittsburgh,New Zealand,2013,1,12,80,11.3,7.7,1.1,4.2,11.00%,13.60%,15.90%,58.90%,5.40%,2016
T.J. McConnell,PHI,25,6-2,200,Arizona,USA,2015,,,81,6.9,3.1,6.6,-6.2,1.80%,9.70%,14.20%,50.40%,37.40%,2016
T.J. Warren,PHX,23,6-8,225,North Carolina State,USA,2014,1,14,66,14.4,5.1,1.1,-6.4,5.70%,10.30%,18.80%,53.90%,5.60%,2016
Taj Gibson,OKC,32,6-9,236,Southern California,USA,2009,1,26,78,10.8,6.2,0.9,0.5,7.50%,16.30%,18.80%,54.30%,5.70%,2016
Tarik Black,LAL,25,6-9,250,Kansas,USA,Undrafted,Undrafted,Undrafted,67,5.7,5.1,0.6,-0.9,12.30%,17.70%,15.20%,56.00%,5.20%,2016
Taurean Prince,ATL,23,6-8,220,Baylor,USA,2016,1,12,59,5.7,2.7,0.9,-0.6,2.40%,12.50%,16.80%,51.30%,9.10%,2016
Terrence Jones,MIL,25,6-9,255,Kentucky,USA,2012,1,18,54,10.8,5.7,1.1,-2.9,4.80%,17.80%,20.90%,51.50%,7.50%,2016
Terrence Ross,ORL,26,6-7,195,Washington,USA,2012,1,8,78,11,2.6,1.1,2.9,0.90%,9.60%,18.50%,55.00%,6.60%,2016
Terry Rozier,BOS,23,6-2,190,Louisville,USA,2015,1,16,74,5.5,3.1,1.8,-0.7,3.00%,14.00%,16.70%,46.60%,16.40%,2016
Thabo Sefolosha,ATL,33,6-7,220,None,Switzerland,2006,1,13,62,7.2,4.4,1.7,-1.4,3.30%,13.10%,13.10%,51.90%,9.90%,2016
Thaddeus Young,IND,29,6-8,221,Georgia Tech,USA,2007,1,12,74,11,6.1,1.6,1.9,6.20%,13.80%,16.30%,56.20%,8.20%,2016
Thomas Robinson,LAL,26,6-10,237,Kansas,USA,2012,1,5,48,5,4.6,0.6,-7.2,14.00%,26.30%,20.00%,53.50%,8.80%,2016
Thon Maker,MIL,20,7-1,223,None,South Sudan,2016,1,10,57,4,2,0.4,-1.6,7.50%,14.50%,18.10%,55.80%,6.90%,2016
Tiago Splitter,PHI,32,6-11,245,None,Brazil,2007,1,28,8,4.9,2.8,0.5,-3.2,8.80%,20.00%,21.40%,54.40%,8.90%,2016
Tim Frazier,NOP,26,6-1,170,Penn State,USA,Undrafted,Undrafted,Undrafted,65,7.1,2.7,5.2,-2.6,2.20%,8.70%,16.10%,50.40%,31.20%,2016
Tim Hardaway Jr.,ATL,25,6-6,205,Michigan,USA,2013,1,24,79,14.5,2.8,2.3,3,1.60%,8.30%,21.80%,56.80%,13.70%,2016
Tim Quarterman,POR,22,6-6,190,Louisiana State,USA,Undrafted,Undrafted,Undrafted,16,1.9,0.9,0.7,0.6,4.80%,10.80%,22.40%,51.10%,23.40%,2016
Timofey Mozgov,LAL,30,7-1,275,None,Russia,Undrafted,Undrafted,Undrafted,54,7.4,4.9,0.8,-8.7,8.80%,14.60%,16.80%,55.30%,6.10%,2016
Timothe Luwawu-Cabarrot,PHI,22,6-6,205,None,France,2016,1,24,69,6.4,2.2,1.1,-2,2.10%,10.00%,17.50%,53.60%,9.30%,2016
Tobias Harris,DET,24,6-9,235,Tennessee,USA,2011,1,19,82,16.1,5.1,1.7,-0.5,2.40%,14.00%,21.40%,56.80%,8.70%,2016
Tomas Satoransky,WAS,25,6-7,210,None,Czech Republi...,2012,2,32,57,2.7,1.5,1.6,1.1,3.60%,7.80%,12.20%,47.70%,18.30%,2016
Toney Douglas,MEM,31,6-2,195,Florida State,USA,2009,1,29,24,4.9,2.5,2.3,0.2,3.10%,13.70%,15.80%,45.10%,21.40%,2016
Tony Allen,MEM,35,6-4,213,Oklahoma State,USA,2004,1,25,71,9.1,5.5,1.4,0.8,8.60%,12.30%,17.80%,49.30%,8.30%,2016
Tony Parker,SAS,35,6-2,185,None,France,2001,1,28,63,10.1,1.8,4.5,6.5,0.60%,6.60%,20.40%,51.40%,27.60%,2016
Tony Snell,MIL,25,6-7,217,New Mexico,USA,2013,1,20,80,8.5,3.1,1.2,-1.8,1.00%,9.80%,12.10%,60.30%,5.80%,2016
Treveon Graham,CHA,23,6-6,226,Va Commonwealth,USA,Undrafted,Undrafted,Undrafted,27,2.1,0.8,0.2,-10.6,2.50%,8.80%,11.90%,61.20%,5.80%,2016
Trevor Ariza,HOU,32,6-8,215,UCLA,USA,2004,2,43,80,11.7,5.7,2.2,6.2,1.90%,14.30%,14.00%,54.80%,8.80%,2016
Trevor Booker,BKN,29,6-8,228,Clemson,USA,2010,1,23,71,10,8,1.9,-8.1,7.90%,22.30%,18.50%,55.40%,13.10%,2016
Trey Burke,WAS,24,6-1,191,Michigan,USA,2013,1,9,57,5,0.8,1.8,-10.2,1.00%,5.70%,20.00%,53.20%,23.00%,2016
Trey Lyles,UTA,21,6-10,234,Kentucky,Canada,2015,1,12,71,6.2,3.3,1,0.8,4.20%,15.80%,20.90%,46.40%,9.80%,2016
Tristan Thompson,CLE,26,6-9,238,Texas,Canada,2011,1,4,78,8.1,9.2,1,3.3,12.00%,17.70%,11.20%,59.40%,4.60%,2016
Troy Daniels,MEM,25,6-4,205,Virginia Commonwealth,USA,Undrafted,Undrafted,Undrafted,67,8.2,1.5,0.7,0.6,1.70%,6.80%,20.30%,53.10%,6.50%,2016
Troy Williams,HOU,22,6-7,210,Indiana,USA,Undrafted,Undrafted,Undrafted,30,6.2,2.3,0.8,-6.3,2.60%,9.30%,16.90%,51.10%,7.20%,2016
Ty Lawson,SAC,29,5-11,195,North Carolina,USA,2009,1,18,69,9.9,2.6,4.8,-4.5,2.60%,7.70%,19.00%,55.10%,30.00%,2016
Tyler Ennis,LAL,22,6-3,194,Syracuse,Canada,2014,1,18,53,4.3,0.8,1.6,0.1,1.50%,6.50%,18.90%,52.10%,21.10%,2016
Tyler Johnson,MIA,25,6-4,186,Fresno State,USA,Undrafted,Undrafted,Undrafted,73,13.7,4,3.2,0.6,2.20%,11.10%,20.30%,53.50%,17.00%,2016
Tyler Ulis,PHX,21,5-10,150,Kentucky,USA,2016,2,34,61,7.3,1.6,3.7,-5.3,1.60%,6.30%,19.90%,47.40%,29.70%,2016
Tyler Zeller,BOS,27,7-0,253,North Carolina,USA,2012,1,17,51,3.5,2.4,0.8,-0.5,7.80%,14.30%,15.90%,50.80%,12.50%,2016
Tyreke Evans,SAC,27,6-6,220,Memphis,USA,2009,1,4,40,10.3,3.4,3.1,-9.5,1.50%,15.50%,26.20%,50.10%,28.10%,2016
Tyson Chandler,PHX,34,7-1,240,None,USA,2001,1,2,47,8.4,11.5,0.6,-3.1,11.40%,30.60%,11.20%,70.30%,3.30%,2016
Tyus Jones,MIN,21,6-2,195,Duke,USA,2015,1,24,60,3.5,1.1,2.6,2,1.30%,7.80%,13.20%,52.30%,27.60%,2016
Udonis Haslem,MIA,37,6-8,235,Florida,USA,Undrafted,Undrafted,Undrafted,16,1.9,2.3,0.4,-25.2,5.40%,21.70%,13.00%,52.40%,9.40%,2016
Victor Oladipo,OKC,25,6-4,210,Indiana,USA,2013,1,2,67,15.9,4.3,2.6,4.1,1.70%,10.90%,21.00%,53.40%,12.20%,2016
Vince Carter,MEM,40,6-6,220,North Carolina,USA,1998,1,5,73,8,3.1,1.8,4,2.00%,10.90%,14.70%,54.20%,11.20%,2016
Wade Baldwin IV,MEM,21,6-4,202,Vanderbilt,USA,2016,1,17,33,3.2,1.4,1.8,-16.8,2.50%,8.50%,18.60%,40.40%,26.20%,2016
Wayne Ellington,MIA,29,6-4,200,North Carolina,USA,2009,1,28,62,10.5,2.1,1.1,2.7,1.20%,7.60%,17.40%,56.50%,7.00%,2016
Wayne Selden,MEM,22,6-5,230,Kansas,USA,Undrafted,Undrafted,Undrafted,14,5.1,1.1,0.9,-8.6,0.40%,6.00%,15.90%,52.50%,9.00%,2016
Wesley Johnson,LAC,29,6-7,215,Syracuse,USA,2010,1,4,68,2.7,2.7,0.3,-2.4,3.10%,18.60%,12.20%,44.80%,4.20%,2016
Wesley Matthews,DAL,30,6-5,220,Marquette,USA,Undrafted,Undrafted,Undrafted,73,13.5,3.5,2.9,-3.7,0.70%,10.50%,19.30%,53.30%,13.80%,2016
Will Barton,DEN,26,6-6,175,Memphis,USA,2012,2,40,60,13.7,4.3,3.4,-2.1,3.20%,12.00%,20.70%,54.70%,18.50%,2016
Willie Cauley-Stein,SAC,23,7-0,240,Kentucky,USA,2015,1,6,75,8.1,4.5,1.1,-6.9,6.20%,18.00%,19.50%,55.80%,9.30%,2016
Willie Reed,MIA,27,6-11,245,St. Louis,USA,Undrafted,Undrafted,Undrafted,71,5.3,4.7,0.4,1.9,11.90%,19.20%,15.00%,57.80%,4.00%,2016
Willy Hernangomez,NYK,23,6-11,240,None,Spain,2015,2,35,72,8.2,7,1.3,-1.1,12.30%,23.70%,19.90%,56.40%,11.60%,2016
Wilson Chandler,DEN,30,6-8,225,DePaul,USA,2007,1,23,71,15.7,6.5,2,-1,4.60%,16.20%,21.70%,54.50%,9.70%,2016
Yogi Ferrell,DAL,24,6-0,180,Indiana,USA,Undrafted,Undrafted,Undrafted,46,10,2.4,3.7,-4.2,1.70%,8.10%,19.20%,53.30%,23.20%,2016
Zach LaVine,MIN,22,6-5,185,UCLA,USA,2014,1,13,47,18.9,3.4,3,-2.8,1.10%,8.70%,21.50%,57.60%,12.80%,2016
Zach Randolph,MEM,35,6-9,260,Michigan State,USA,2001,1,19,73,14.1,8.2,1.7,0,9.60%,24.60%,28.00%,49.00%,13.10%,2016
Zaza Pachulia,GSW,33,6-11,275,None,Georgia,2003,2,42,70,6.1,5.9,1.9,15.7,11.50%,20.20%,15.00%,58.80%,13.10%,2016
,,,-,-,None,,Undrafted,Undrafted,Undrafted,1,10,3,1,-27.7,3.20%,8.70%,18.90%,41.70%,4.30%,2017
,,,-,-,None,,Undrafted,Undrafted,Undrafted,1,0,0,1,175,0.00%,0.00%,0.00%,0.00%,33.30%,2017
,,,-,-,None,,Undrafted,Undrafted,Undrafted,1,17,3,1,35.8,7.10%,11.80%,28.60%,77.30%,6.70%,2017
,,,-,-,None,,Undrafted,Undrafted,Undrafted,1,10,1,3,19.3,0.00%,4.80%,12.00%,83.30%,16.70%,2017
,,,-,-,None,,Undrafted,Undrafted,Undrafted,1,0,0,0,28.6,0.00%,0.00%,0.00%,0.00%,0.00%,2017
,,,-,-,None,,Undrafted,Undrafted,Undrafted,1,2,0,0,175,0.00%,0.00%,25.00%,113.60%,0.00%,2017
,,,-,-,None,,Undrafted,Undrafted,Undrafted,1,3,1,0,25.5,9.10%,0.00%,8.80%,52.10%,0.00%,2017
,,,-,-,None,,Undrafted,Undrafted,Undrafted,1,7,4,7,-29.5,0.00%,22.20%,13.60%,58.30%,36.80%,2017
,,,-,-,None,,Undrafted,Undrafted,Undrafted,1,8,3,0,-32.3,6.30%,66.70%,20.00%,57.10%,0.00%,2017
,,,-,-,None,,Undrafted,Undrafted,Undrafted,1,0,0,0,-19,0.00%,0.00%,0.00%,0.00%,0.00%,2017
,,,-,-,None,,Undrafted,Undrafted,Undrafted,1,13,0,1,-26.2,0.00%,0.00%,14.90%,102.80%,6.70%,2017
,,,-,-,None,,Undrafted,Undrafted,Undrafted,1,0,1,4,31.8,0.00%,20.00%,8.70%,0.00%,33.30%,2017
,,,-,-,None,,Undrafted,Undrafted,Undrafted,1,10,1,2,29.4,0.00%,4.20%,20.00%,55.60%,9.50%,2017
Aaron Brooks,MIN,33,6-0,161,Oregon,USA,2007,1,26,32,2.3,0.5,0.6,-17.2,3.60%,5.70%,19.20%,50.80%,16.10%,2017
Aaron Gordon,ORL,22,6-9,220,Arizona,USA,2014,1,4,58,17.6,7.9,2.3,-2,4.40%,19.10%,23.80%,53.00%,11.10%,2017
Aaron Harrison,DAL,23,6-6,210,Kentucky,USA,Undrafted,Undrafted,Undrafted,9,6.7,2.7,1.2,-14.1,1.50%,9.10%,14.70%,39.20%,7.20%,2017
Aaron Jackson,HOU,32,6-3,183,Duquesne,USA,Undrafted,Undrafted,Undrafted,1,8,3,1,-19.8,5.60%,3.10%,14.90%,40.50%,5.30%,2017
Abdel Nader,BOS,24,6-6,230,Iowa State,Egypt,2016,2,58,48,3,1.5,0.5,-10.3,2.40%,11.10%,16.20%,43.90%,7.80%,2017
Adreian Payne,ORL,27,6-10,237,Michigan State,USA,2014,1,15,5,4.2,1.8,0,-12.4,4.40%,22.60%,15.50%,83.10%,0.00%,2017
Al Horford,BOS,32,6-10,245,Florida,Dominican Rep...,2007,1,3,72,12.9,7.4,4.7,7.3,4.70%,17.80%,18.30%,57.50%,22.50%,2017
Al Jefferson,IND,33,6-10,280,None,USA,2004,1,15,36,7,4,0.8,-1.8,6.10%,22.70%,21.80%,56.30%,9.80%,2017
Al-Farouq Aminu,POR,27,6-9,220,Wake Forest,USA,2010,1,8,69,9.3,7.6,1.2,5.2,4.50%,19.80%,14.50%,52.20%,5.60%,2017
Alan Williams,PHX,25,6-8,265,California-Santa Barbara,USA,Undrafted,Undrafted,Undrafted,5,4,4.4,1.6,0.1,3.90%,26.00%,18.40%,45.50%,19.50%,2017
Alec Burks,UTA,26,6-6,214,Colorado,USA,2011,1,12,64,7.7,3,1,-1,1.90%,16.80%,22.10%,52.70%,10.40%,2017
Alec Peters,PHX,23,6-9,235,Valparaiso,USA,2017,2,54,20,4.1,1.9,0.6,7.3,3.20%,12.00%,15.10%,52.30%,7.30%,2017
Alex Abrines,OKC,24,6-6,190,None,Spain,2013,2,32,75,4.7,1.5,0.4,1.2,2.10%,7.90%,12.60%,56.70%,3.60%,2017
Alex Caruso,LAL,24,6-5,186,Texas A&M,USA,Undrafted,Undrafted,Undrafted,37,3.6,1.8,2,-0.3,2.60%,8.60%,12.80%,51.90%,18.50%,2017
Alex Len,PHX,25,7-1,250,Maryland,Ukraine,2013,1,5,69,8.5,7.5,1.2,-8.6,11.60%,22.80%,16.40%,61.20%,9.30%,2017
Alex Poythress,IND,24,6-9,235,Kentucky,USA,Undrafted,Undrafted,Undrafted,25,1,0.7,0.1,-13,6.10%,10.20%,11.20%,50.00%,2.60%,2017
Alfonzo McKinnie,TOR,25,6-8,215,Wisconsin-Green Bay,USA,Undrafted,Undrafted,Undrafted,13,1.6,0.5,0.1,-11.2,2.20%,10.30%,16.70%,64.30%,2.90%,2017
Allen Crabbe,BKN,26,6-6,215,California,USA,2013,2,31,75,13.2,4.3,1.6,-1.9,1.20%,13.00%,18.30%,55.80%,8.20%,2017
Amir Johnson,PHI,31,6-9,240,No College,USA,2005,2,56,74,4.6,4.5,1.6,1.5,10.20%,16.90%,12.50%,57.50%,13.70%,2017
Andre Drummond,DET,24,6-11,279,Connecticut,USA,2012,1,9,78,15,16,3,-1,14.50%,32.90%,20.70%,55.50%,14.00%,2017
Andre Iguodala,GSW,34,6-6,215,Arizona,USA,2004,1,9,64,6,3.8,3.3,7.9,3.30%,10.90%,11.20%,53.60%,16.90%,2017
Andre Ingram,LAL,32,6-3,190,American University,USA,Undrafted,Undrafted,Undrafted,2,12,3,3.5,14.1,1.60%,7.20%,13.60%,65.50%,14.90%,2017
Andre Roberson,OKC,26,6-7,210,Colorado,USA,2013,1,26,39,5,4.7,1.2,9.4,6.80%,10.90%,8.50%,54.30%,5.90%,2017
Andrew Bogut,LAL,33,7-0,260,Utah,Australia,2005,1,1,24,1.5,3.3,0.6,-5.1,10.40%,22.30%,8.50%,69.60%,9.90%,2017
Andrew Harrison,MEM,23,6-6,213,Kentucky,USA,2015,2,44,56,9.5,2.3,3.2,-7.3,1.70%,8.50%,19.50%,53.40%,22.20%,2017
Andrew White III,ATL,25,6-7,210,Syracuse,USA,2017,,,15,4.6,2.3,0.4,-18.6,1.60%,13.30%,16.00%,46.10%,5.00%,2017
Andrew Wiggins,MIN,23,6-8,202,Kansas,Canada,2014,1,1,82,17.7,4.4,2,3.5,2.80%,9.40%,22.80%,50.50%,8.00%,2017
Ante Zizic,CLE,21,6-11,250,None,Croatia,2016,1,23,32,3.7,1.9,0.2,-9.1,11.20%,17.90%,17.10%,74.60%,3.90%,2017
Anthony Brown,MIN,25,6-7,224,Stanford,USA,2015,2,34,1,3,0,1,30,0.00%,0.00%,10.00%,150.00%,33.30%,2017
